work_ye21,2peri0ce_2eve2,e132oy10t_type,job_t172e,53221y,53221y_curr0cy,53221y_6_0,e132oy40_r14390ce,re1ote_r49io,co1pany_2o9tion,co1pany_24ze
2022,3,0,3,240000,4,188282,9,100,0,2
2022,0,0,7,60000,0,60000,0,100,0,2
2022,0,0,78,60000,0,60000,0,100,0,2
2021,0,0,7,115000,0,115000,0,100,0,1
2022,3,0,10,175000,0,175000,0,0,0,0
2022,2,0,82,180000,0,180000,0,100,0,2
2022,1,0,25,101000,0,101000,0,100,0,2
2022,1,0,7,97500,0,97500,0,100,0,2
2022,3,0,9,124600,0,124600,0,100,0,1
2022,3,0,8,140000,0,140000,0,100,0,1
2022,3,0,9,245000,0,245000,0,0,0,1
2022,3,0,9,190000,0,190000,0,0,0,1
2022,3,0,9,226400,0,226400,0,100,0,2
2022,3,0,9,124300,0,124300,0,100,0,2
2022,0,0,42,91600,0,91600,0,100,0,2
2022,3,0,36,160000,0,160000,0,100,0,2
2022,3,0,36,92400,0,92400,0,100,0,2
2022,3,0,9,154000,0,154000,0,100,0,1
2022,2,0,37,160000,0,160000,0,100,0,1
2022,3,0,9,82900,0,82900,0,100,0,1
2022,0,0,42,75000,0,75000,0,100,0,2
2022,1,0,1,89000,0,89000,0,0,0,2
2022,3,0,9,276900,0,276900,0,100,0,1
2022,3,0,9,168400,0,168400,0,100,0,1
2022,3,0,9,105800,0,105800,0,0,0,1
2022,3,0,36,177600,0,177600,0,100,0,2
2022,3,0,36,131300,0,131300,0,100,0,2
2022,3,0,9,120000,0,120000,0,100,0,1
2022,3,0,9,90000,0,90000,0,100,0,1
2022,3,0,9,140000,0,140000,0,0,0,1
2022,3,0,9,175000,0,175000,0,100,0,1
2022,3,0,18,60000,0,60000,31,100,0,1
2022,1,0,31,160080,0,160080,0,100,0,1
2022,1,0,35,100000,0,100000,0,100,0,1
2022,3,0,9,170000,0,170000,0,100,0,1
2022,1,0,9,91860,0,91860,0,100,0,1
2022,3,0,36,153600,0,153600,0,100,0,2
2022,1,0,1,102600,0,102600,0,100,0,1
2022,1,0,9,160000,0,160000,0,0,0,1
2022,1,0,9,180000,3,194866,0,100,0,1
2022,1,0,9,140000,3,151562,0,100,0,1
2022,2,0,22,240000,3,259821,0,100,0,1
2022,2,0,22,180000,3,194866,0,100,0,1
2022,1,0,33,152000,0,152000,0,0,0,1
2022,1,0,33,91000,0,91000,0,0,0,1
2022,3,0,9,120000,0,120000,0,100,0,2
2022,3,0,9,192400,0,192400,0,100,0,1
2022,3,0,1,150260,0,150260,0,100,0,1
2022,3,0,9,200100,0,200100,0,100,0,1
2022,3,0,9,160080,0,160080,0,100,0,1
2022,3,0,34,106500,0,106500,0,100,0,1
2022,3,0,36,118200,0,118200,0,100,0,1
2022,3,0,9,133000,0,133000,0,100,0,1
2022,3,0,9,94700,0,94700,0,100,0,1
2022,1,0,1,60000,0,60000,0,100,0,1
2022,1,0,1,50000,0,50000,0,100,0,1
2022,3,0,1,132870,0,132870,0,0,0,1
2022,3,0,9,175000,0,175000,0,0,0,1
2022,3,0,9,120000,0,120000,0,0,0,1
2022,3,0,8,180000,0,180000,0,100,0,1
2022,1,0,34,63500,0,63500,0,0,0,2
2022,3,0,12,90000,0,90000,0,0,0,1
2022,1,0,33,152000,0,152000,0,0,0,1
2022,1,0,33,91000,0,91000,0,0,0,1
2022,3,0,33,157000,0,157000,0,0,0,1
2022,3,0,35,175000,0,175000,0,100,0,1
2022,3,0,35,90000,0,90000,0,100,0,1
2022,3,0,9,220000,0,220000,0,100,0,1
2022,3,0,9,184800,0,184800,0,100,0,1
2022,3,0,9,145000,0,145000,0,100,0,1
2022,3,0,9,118600,0,118600,0,100,0,1
2022,3,0,9,132320,0,132320,0,0,0,1
2022,3,0,9,165400,0,165400,0,100,0,1
2022,3,0,9,160000,0,160000,0,100,0,1
2022,3,0,9,130000,0,130000,0,100,0,1
2022,1,0,30,100000,0,100000,0,100,0,1
2022,3,0,9,131500,0,131500,0,100,0,1
2022,3,0,9,221500,0,221500,0,100,0,1
2022,3,0,9,104400,0,104400,0,100,0,1
2022,3,0,9,210000,0,210000,0,0,0,1
2022,1,0,9,140000,0,140000,0,100,0,0
2022,1,0,9,90000,0,90000,0,100,0,0
2022,3,0,9,165400,0,165400,0,100,0,1
2022,3,0,9,132320,0,132320,0,100,0,1
2022,1,0,1,50000,0,50000,0,100,0,1
2022,3,0,22,267840,0,267840,0,100,0,1
2022,3,0,22,214056,0,214056,0,100,0,1
2022,3,0,9,201000,0,201000,0,100,0,1
2022,1,0,9,141300,0,141300,0,0,0,1
2022,1,0,9,102100,0,102100,0,0,0,1
2022,1,0,9,141300,0,141300,0,0,0,1
2022,3,0,34,120000,0,120000,0,100,0,1
2022,3,0,21,222500,0,222500,0,100,0,1
2022,3,0,21,135000,0,135000,0,100,0,1
2022,2,0,22,250000,0,250000,0,100,0,1
2022,3,0,1,168400,0,168400,0,100,0,1
2022,3,0,9,165400,0,165400,0,100,0,1
2022,3,0,9,200100,0,200100,0,100,0,1
2022,3,0,9,160080,0,160080,0,100,0,1
2022,3,0,9,220100,0,220100,0,100,0,1
2022,3,0,9,176080,0,176080,0,100,0,1
2022,3,0,9,182750,0,182750,0,100,0,1
2022,3,0,9,153000,0,153000,0,100,0,1
2022,1,0,9,140000,0,140000,0,100,0,1
2022,3,0,9,207000,0,207000,0,100,0,1
2022,3,0,9,153000,0,153000,0,100,0,1
2022,1,0,9,182000,0,182000,0,100,0,1
2022,3,0,9,176080,0,176080,0,100,0,1
2022,3,0,9,90000,0,90000,0,100,0,1
2022,1,0,1,60000,0,60000,0,100,0,1
2022,3,0,9,276900,0,276900,0,100,0,1
2022,3,0,9,104400,0,104400,0,100,0,1
2022,3,0,9,192400,0,192400,0,100,0,1
2022,3,0,9,90700,0,90700,0,100,0,1
2022,1,0,9,208775,0,208775,0,100,0,1
2022,3,0,33,108000,0,108000,0,0,0,1
2022,1,0,33,91000,0,91000,0,0,0,1
2022,3,0,9,200100,0,200100,0,100,0,1
2022,3,0,9,160080,0,160080,0,100,0,1
2022,2,0,82,220000,0,220000,0,100,0,1
2022,0,0,43,150000,0,150000,18,100,0,1
2022,1,0,43,129000,0,129000,0,100,0,2
2022,1,0,21,126000,0,126000,0,0,0,1
2022,1,0,48,140000,0,140000,0,100,0,2
2022,3,0,43,150000,0,150000,0,100,0,2
2021,3,0,3,172500,0,172500,0,100,0,2
2022,2,0,79,259000,0,259000,0,50,0,2
2022,3,0,21,180000,0,180000,0,50,0,2
2022,0,0,21,105000,0,105000,0,100,0,2
2022,3,0,3,192500,0,192500,0,100,0,0
2022,1,0,10,100000,0,100000,0,100,0,2
2022,3,0,7,125000,0,125000,0,100,0,2
2021,3,0,21,120000,0,120000,0,100,0,2
2022,3,0,35,149000,0,149000,0,100,0,1
2020,3,0,9,107000,0,107000,0,0,0,2
2022,3,0,35,140000,0,140000,0,100,0,1
2022,3,0,12,127000,0,127000,0,100,0,2
2022,1,0,25,130000,0,130000,0,100,0,0
2021,3,0,12,135000,0,135000,0,0,0,2
2022,3,0,15,150000,0,150000,0,100,0,2
2022,1,0,51,130000,0,130000,0,100,0,1
2022,3,0,48,135000,0,135000,0,100,0,1
2022,3,0,48,100000,0,100000,0,100,0,1
2022,0,0,42,85000,0,85000,0,0,0,2
2021,3,0,16,180000,0,180000,0,100,0,2
2022,3,0,10,150000,0,150000,0,100,0,2
2022,0,0,7,55000,0,55000,0,0,0,1
2021,3,0,48,175000,0,175000,0,100,0,1
2022,0,0,23,70000,0,70000,0,100,0,2
2021,0,0,18,200000,0,200000,0,100,0,2
2022,1,0,16,90000,0,90000,0,100,0,2
2022,2,0,49,201000,0,201000,0,100,0,2
2022,3,0,9,196000,0,196000,0,100,0,2
2021,3,0,3,137000,0,137000,0,50,0,1
2022,1,0,18,250000,0,250000,0,100,0,2
2022,3,0,11,150000,0,150000,0,100,0,2
2022,1,0,9,150000,0,150000,0,0,0,2
2022,1,0,12,180000,0,180000,0,100,0,2
2022,3,0,54,130000,0,130000,0,0,0,2
2022,1,0,48,127000,0,127000,0,100,0,2
2022,1,0,32,108856,0,108856,0,0,0,2
2022,1,0,33,150000,0,150000,0,100,0,2
2021,3,0,17,160000,0,160000,0,100,0,2
2021,3,0,10,150000,0,150000,0,50,0,2
2021,1,0,16,55000,0,55000,0,50,0,2
2021,3,0,12,135000,0,135000,0,0,0,2
2021,1,0,16,84000,0,84000,0,0,0,2
2021,3,0,32,120000,0,120000,0,100,0,1
2022,0,0,46,60000,0,60000,0,100,0,1
2022,3,0,43,160000,0,160000,0,100,0,2
2022,1,0,62,130000,0,130000,0,100,0,1
2021,0,0,7,84300,0,84300,0,100,0,2
2022,0,0,48,85000,0,85000,0,100,0,2
2022,1,0,12,171200,0,171200,0,100,0,2
2021,1,0,16,66000,0,66000,0,100,0,2
2022,2,0,29,270000,0,270000,0,50,0,2
2021,0,0,1,70000,0,70000,0,0,0,2
2022,0,0,28,110000,0,110000,0,50,0,1
2021,0,0,42,55000,0,55000,0,50,0,0
2021,3,0,1,180000,0,180000,0,100,0,2
2022,3,0,20,106000,0,106000,0,100,0,2
2022,1,0,10,98000,0,98000,0,100,0,2
2020,3,0,46,125000,0,125000,0,50,0,2
2022,3,0,17,150000,0,150000,0,100,0,1
2021,2,0,19,310000,0,310000,0,50,0,2
2022,1,0,48,155000,4,121599,9,100,0,2
2021,1,0,49,99980,0,99980,0,100,0,2
2021,1,0,46,145000,0,145000,0,100,0,2
2022,2,0,29,210000,0,210000,0,100,0,2
2022,1,0,21,125000,0,125000,0,100,0,1
2022,1,0,7,107000,0,107000,0,100,0,2
2021,3,0,55,140000,0,140000,0,50,0,2
2022,3,0,7,96000,0,96000,0,100,0,2
2022,3,0,7,129000,0,129000,0,100,0,2
2022,3,0,10,155000,0,155000,0,100,0,2
2021,3,0,43,125000,0,125000,0,100,0,2
2022,0,0,7,70000,0,70000,0,100,0,1
2021,1,0,16,98000,0,98000,0,100,0,2
2022,1,0,7,20100,0,20100,33,100,0,2
2022,2,0,3,240000,0,240000,0,100,0,2
2022,3,0,73,220000,0,220000,0,100,0,2
2022,3,0,8,150000,0,150000,0,100,0,1
2021,3,0,10,120000,0,120000,0,100,0,2
2021,3,0,11,208000,0,208000,34,100,0,2
2022,3,0,21,150000,0,150000,0,100,0,2
2022,0,0,7,72000,0,72000,0,100,0,2
2022,0,0,1,65000,0,65000,0,100,0,2
2022,1,0,7,90000,0,90000,0,100,0,0
2022,3,0,31,360000,0,360000,0,100,0,2
2022,3,0,31,200000,0,200000,0,100,0,2
2022,1,0,32,120000,0,120000,0,100,0,2
2022,1,0,8,165000,0,165000,0,100,0,1
2022,3,0,10,173000,0,173000,0,50,0,2
2022,1,0,11,126000,0,126000,0,0,0,1
2022,3,0,20,112000,0,112000,0,100,0,1
2022,3,0,7,130000,0,130000,0,50,0,2
2022,0,0,7,58000,0,58000,0,100,0,0
2021,1,0,54,69000,0,69000,0,100,0,2
2022,1,0,22,61000,0,61000,0,0,0,1
2021,2,0,29,145000,0,145000,0,100,0,2
2022,0,0,42,75000,0,75000,0,100,0,2
2022,1,0,7,74900,0,74900,0,0,0,2
2021,3,0,7,87000,0,87000,8,50,0,2
2021,1,0,3,45000,3,53192,35,100,0,2
2022,3,0,12,143000,0,143000,0,50,0,2
2022,3,0,30,165000,0,165000,0,100,0,2
2022,3,0,72,112000,0,112000,0,50,0,2
2022,3,0,9,119500,0,119500,0,100,0,2
2021,2,0,19,220500,0,220500,0,100,0,2
2022,3,0,28,172000,0,172000,0,100,0,2
2022,3,0,8,118000,0,118000,0,100,0,0
2021,3,0,10,130000,3,153667,5,100,0,2
2021,1,0,7,73300,0,73300,0,0,0,2
2021,3,0,8,105000,0,105000,0,100,0,0
2022,1,0,9,130000,0,130000,0,100,0,2
2022,0,1,42,70000,0,70000,0,100,0,2
2022,0,0,11,85000,0,85000,0,100,0,2
2022,3,0,21,181000,0,181000,0,100,0,2
2022,3,0,72,224000,0,224000,0,100,0,2
2022,2,0,29,220000,0,220000,0,100,0,2
2022,3,0,59,110000,0,110000,0,100,0,2
2022,1,0,21,200000,0,200000,0,100,0,2
2021,3,0,12,135000,0,135000,0,100,0,2
2022,3,0,28,140000,0,140000,0,100,0,2
2022,3,0,49,600000,0,600000,0,100,0,2
2021,1,0,20,100000,0,100000,0,50,0,2
2021,3,0,63,102000,0,102000,0,50,0,2
2022,3,0,45,183000,0,183000,0,100,0,2
2022,3,0,59,190000,0,190000,0,100,0,2
2021,0,0,18,175000,0,175000,0,100,0,2
2021,0,0,10,74000,0,74000,0,50,0,0
2022,3,0,41,112000,0,112000,0,100,0,2
2022,3,0,17,173000,0,173000,0,0,0,2
2022,3,0,24,150000,0,150000,0,100,0,2
2022,1,0,46,88000,0,88000,0,100,0,2
2022,1,0,7,99900,0,99900,0,0,0,2
2021,1,0,10,110000,0,110000,0,100,0,1
2022,1,0,12,160000,0,160000,0,50,0,2
2021,1,0,12,128000,0,128000,0,100,0,2
2021,1,0,11,125000,0,125000,0,100,0,2
2022,0,0,7,55000,0,55000,0,0,0,2
2021,3,0,28,138000,0,138000,0,100,0,2
2022,1,0,9,110000,0,110000,0,50,0,2
2021,1,0,20,68900,0,68900,0,100,0,2
2021,1,0,28,116000,0,116000,0,0,0,0
2022,0,0,7,52000,0,52000,0,50,0,0
2021,1,0,4,115500,0,115500,0,100,0,2
2022,0,0,27,70000,0,70000,6,0,0,2
2021,1,0,53,100000,0,100000,0,100,0,1
2021,3,0,9,145000,0,145000,0,50,0,2
2021,1,0,16,120000,0,120000,0,100,0,2
2021,0,0,1,75000,0,75000,0,100,0,0
2020,1,0,46,115000,0,115000,0,100,0,2
2021,1,0,1,82600,0,82600,0,0,0,2
2021,3,0,28,146000,0,146000,0,100,0,2
2021,1,0,8,115000,0,115000,0,100,0,1
2021,1,0,10,97350,0,97350,0,100,0,2
2020,3,0,32,65000,3,74130,14,50,0,2
2021,0,0,7,79000,0,79000,0,100,0,2
2020,3,0,26,129998,0,129998,0,100,0,1
2021,1,0,21,75000,0,75000,0,100,0,2
2021,1,0,19,96500,0,96500,0,0,0,2
2021,3,0,43,205000,0,205000,0,100,0,2
2020,0,0,7,96000,0,96000,0,50,0,2
2021,0,0,42,72000,0,72000,0,100,0,2
2021,3,0,47,140000,0,140000,0,100,0,2
2021,3,0,20,92000,0,92000,0,100,0,2
2020,1,0,33,103000,0,103000,0,50,0,2
2020,3,0,49,180000,0,180000,0,50,0,2
2020,1,0,4,90000,0,90000,0,100,0,1
2021,0,0,8,70000,0,70000,0,50,0,0
2021,3,0,9,130000,0,130000,0,100,0,1
2021,0,0,22,106000,0,106000,0,0,0,2
2021,3,0,48,120000,0,120000,0,100,0,2
2021,1,0,7,96000,0,96000,0,50,0,2
2020,0,0,10,80000,0,80000,0,50,0,2
2020,1,0,42,91520,0,91520,0,0,0,2
2021,3,0,45,135600,0,135600,0,0,0,2
2021,1,0,16,53000,0,53000,0,0,0,2
2021,1,0,10,72000,0,72000,0,50,0,1
2021,1,0,24,169000,0,169000,0,50,0,2
2021,1,0,8,100000,0,100000,0,100,0,2
2021,1,0,12,130000,0,130000,0,0,0,1
2020,0,0,69,85000,0,85000,0,0,0,2
2020,1,0,49,123000,0,123000,0,0,0,2
2021,0,0,21,77000,0,77000,0,100,0,2
2021,2,0,19,375000,0,375000,0,100,0,2
2020,1,0,9,135000,0,135000,0,100,0,1
2020,3,0,9,148000,0,148000,0,50,0,1
2020,3,0,68,180000,0,180000,0,100,0,2
2020,1,0,67,200000,0,200000,0,100,0,2
2020,3,0,7,134000,0,134000,0,100,0,2
2020,1,0,16,140000,0,140000,0,0,0,2
2020,1,0,10,175000,0,175000,0,50,0,2
2021,3,0,7,85000,0,85000,0,50,0,2
2020,1,0,44,180000,0,180000,0,50,0,1
2021,3,0,25,320000,0,320000,0,100,0,2
2021,2,0,6,240000,0,240000,0,50,0,2
2020,1,0,9,80000,0,80000,0,100,0,1
2020,1,0,7,110000,0,110000,0,0,0,2
2021,0,0,8,98000,0,98000,0,50,0,2
2020,1,0,43,102000,0,102000,0,50,0,2
2020,1,0,46,72000,0,72000,0,100,0,2
2021,1,0,24,124000,0,124000,0,0,0,1
2020,3,0,61,175000,0,175000,0,100,0,2
2021,3,0,12,180000,0,180000,0,100,0,2
2020,0,0,7,80000,0,80000,0,50,0,2
2021,1,0,7,150000,0,150000,0,50,0,1
2021,1,0,10,130000,0,130000,0,50,0,2
2021,1,0,12,100000,0,100000,0,50,0,1
2021,0,0,46,20000,3,23641,44,100,0,2
2021,0,0,7,70000,0,70000,0,100,0,2
2021,1,0,7,92000,0,92000,0,100,0,2
2021,1,0,7,145000,0,145000,0,50,0,2
2021,3,0,7,150000,0,150000,0,0,0,2
2021,3,0,7,48000,2,66022,3,100,0,2
2021,1,0,7,90000,0,90000,0,0,0,1
2021,2,0,19,130000,0,130000,0,100,0,2
2021,1,0,8,120000,0,120000,0,100,0,1
2021,3,0,43,141000,0,141000,0,50,0,2
2020,3,0,12,102000,0,102000,0,0,0,2
2021,0,0,42,63000,0,63000,0,0,0,2
2021,1,0,25,80000,0,80000,0,100,0,1
2021,0,0,10,75000,0,75000,0,100,0,2
2020,1,0,66,80000,0,80000,0,50,0,2
2021,1,0,7,67000,0,67000,0,0,0,2
2021,1,0,42,120000,0,120000,0,100,0,2
2021,2,0,22,142000,0,142000,0,50,0,2
2020,1,0,7,120000,0,120000,0,100,0,2
2021,1,0,26,100000,0,100000,0,0,0,2
2021,2,0,29,187000,0,187000,0,100,0,2
2021,1,0,16,120000,0,120000,0,100,0,2
2021,1,0,48,145000,0,145000,0,100,0,2
2021,0,0,8,78000,0,78000,0,100,0,2
2021,3,0,10,125000,0,125000,0,100,0,2
2020,3,0,12,141000,0,141000,0,100,0,2
2021,1,0,7,90000,0,90000,0,100,0,2
2020,1,0,7,93000,0,93000,0,50,0,2
2020,3,0,27,240000,0,240000,9,100,0,2
2021,3,0,8,195000,0,195000,0,100,0,2
2020,3,0,7,98000,0,98000,0,100,0,2
2020,0,0,18,85000,0,85000,0,100,0,2
2020,1,0,49,120000,0,120000,0,50,0,2
2021,0,0,7,70000,0,70000,0,0,0,2
2020,1,0,7,75000,0,75000,0,100,0,2
2021,0,0,10,101350,0,101350,0,50,0,2
2020,0,0,7,60000,0,60000,0,50,0,2
2021,0,0,31,85000,0,85000,0,0,0,2
2021,1,0,26,76000,0,76000,0,0,0,2
2021,1,0,10,65000,0,65000,0,100,0,2
2021,1,0,7,131870,0,131870,0,0,0,2
2021,3,0,9,138000,0,138000,0,0,0,2
2020,3,0,43,123000,0,123000,0,100,0,2
2021,1,0,6,115000,0,115000,0,100,0,2
2021,3,0,50,275000,0,275000,0,100,0,2
2021,0,0,7,80000,0,80000,0,50,0,2
2021,3,0,51,160000,0,160000,0,0,0,2
2021,2,0,52,148000,0,148000,0,100,0,1
2021,1,0,1,20000,0,20000,6,100,0,2
2021,0,0,7,77000,0,77000,0,100,0,2
2021,3,0,21,134000,0,134000,0,100,0,2
2020,3,0,47,170000,0,170000,0,100,0,2
2021,1,0,25,120000,0,120000,0,100,0,2
2021,1,0,7,90000,0,90000,0,50,0,2
2020,1,0,20,80000,0,80000,0,100,0,2
2021,0,0,7,65000,0,65000,7,100,0,2
2021,3,1,43,72000,0,72000,0,100,0,1
2021,3,0,53,140000,0,140000,0,50,0,2
2020,3,0,53,125000,0,125000,0,100,0,2
2020,3,35,50,55000,0,55000,0,100,0,2
2021,3,0,12,90000,0,90000,0,0,0,0
2021,3,0,14,150000,0,150000,0,100,0,2
2020,3,0,25,120000,0,120000,0,100,0,1
2020,3,0,22,159000,0,159000,0,50,0,2
2021,0,0,7,63000,0,63000,0,50,0,2
2021,1,0,8,100000,0,100000,0,100,0,1
2020,1,0,54,130000,0,130000,0,50,0,2
2020,3,0,20,170000,0,170000,0,100,0,2
2021,3,0,10,132000,0,132000,0,100,0,2
2020,1,0,10,150000,0,150000,0,0,0,2
2021,3,0,55,450000,0,450000,0,100,0,2
2020,0,0,16,60000,0,60000,0,100,0,2
2021,1,0,7,110000,0,110000,0,100,0,2
2021,0,0,7,80000,0,80000,0,50,0,2
2021,1,0,16,30000,0,30000,0,0,0,1
2020,1,0,1,115000,0,115000,0,100,0,1
2021,3,0,21,200000,0,200000,0,100,0,1
2021,3,0,43,140000,0,140000,0,100,0,2
2020,0,0,42,60000,0,60000,0,100,0,2
2021,3,0,32,140000,0,140000,0,0,0,2
2020,1,0,18,8223,0,8223,6,100,0,2
2021,0,0,7,80100,0,80100,0,100,0,2
2020,3,0,10,132000,0,132000,0,100,0,2
2021,3,0,8,143000,0,143000,0,100,0,2
2021,2,0,19,289000,0,289000,0,100,0,2
2021,1,0,8,115000,0,115000,0,100,0,2
2021,3,0,8,190000,0,190000,0,100,0,1
2020,3,0,43,203000,0,203000,0,50,0,2
2021,3,0,9,172000,0,172000,0,100,0,2
2020,1,0,26,109000,0,109000,0,0,0,2
2020,3,0,58,300000,6,206620,13,100,0,2
2021,3,0,21,110000,0,110000,0,100,0,2
2021,0,0,50,125000,0,125000,0,50,0,2
2021,3,0,8,133000,0,133000,0,100,0,2
2020,1,0,10,126000,0,126000,0,50,0,2
2021,1,0,11,105000,0,105000,0,0,0,0
2021,1,0,16,75000,0,75000,0,0,0,2
2021,2,0,19,400000,0,400000,0,100,0,2
2020,3,0,47,198000,0,198000,0,100,0,2
2020,2,0,43,190000,3,216690,16,100,0,2
2020,0,0,7,65000,0,65000,0,100,0,0
2020,3,0,9,149000,0,149000,0,50,0,2
2021,1,0,21,116000,0,116000,0,50,0,2
2020,1,0,23,144000,0,144000,0,0,0,1
2020,1,0,18,110000,0,110000,0,50,0,2
2021,3,0,18,135000,0,135000,0,100,0,2
2022,1,0,4,250000,1,48853,1,50,1,2
2022,3,0,12,1600000,8,20873,6,0,1,2
2022,0,0,16,70000,1,13678,1,100,1,2
2021,3,0,50,315000,1,58390,1,100,1,2
2022,3,0,23,180000,1,35174,1,100,1,2
2022,3,0,12,174000,1,34001,1,100,1,2
2022,1,0,33,80000,2,102646,3,100,3,1
2022,1,0,33,60000,2,76985,3,100,3,1
2022,3,0,31,292000,0,292000,3,100,3,1
2022,1,0,35,80000,2,102646,3,100,3,1
2022,3,0,9,120000,2,153970,3,0,3,1
2022,1,0,41,60000,2,76985,3,100,3,2
2021,1,0,8,28000,2,38513,3,100,3,0
2021,1,0,78,56400,2,77576,3,100,3,2
2022,3,0,28,950000,9,97982,3,0,3,2
2022,1,0,36,55000,2,70569,3,50,3,0
2021,1,0,42,56000,2,77026,3,100,3,2
2022,1,0,16,46000,2,59021,3,100,3,2
2022,3,0,1,57000,2,73135,3,100,3,2
2022,3,0,44,40000,2,51323,30,100,3,0
2021,3,0,19,100000,2,137547,3,100,3,2
2021,1,0,10,45000,2,61896,3,100,3,2
2021,0,0,10,150000,3,177308,43,100,3,2
2021,0,0,8,35000,2,48141,3,100,3,1
2021,0,0,7,26100,2,35899,3,50,3,2
2021,0,0,42,36200,2,49792,3,100,3,1
2021,1,0,19,44000,2,60520,3,100,3,2
2021,1,0,26,50000,2,68773,3,50,3,2
2020,3,0,12,55000,2,70545,3,100,3,0
2021,1,0,22,52000,3,61467,3,100,3,0
2020,0,0,9,28250,2,36234,3,100,3,1
2020,1,0,16,41000,2,52588,3,0,3,2
2021,0,0,7,23500,2,32323,3,50,3,2
2020,3,0,56,50000,2,64132,3,100,3,2
2020,0,0,10,35000,2,44892,3,100,3,2
2020,3,0,8,75000,2,96198,3,100,3,1
2020,3,1,7,150000,2,192396,3,100,3,2
2021,3,0,9,90000,2,123792,3,50,3,2
2020,3,0,7,80000,2,102611,3,50,3,2
2020,1,0,14,356000,2,456621,3,100,3,2
2021,3,0,12,60000,2,82528,3,50,3,2
2021,1,0,16,42000,2,57769,3,100,3,2
2022,3,0,14,60000,3,64955,5,50,5,1
2021,1,0,39,45000,3,53192,5,100,5,2
2022,3,0,12,57000,3,61707,5,100,5,2
2021,3,0,43,110000,3,130026,5,100,5,2
2021,3,0,26,75000,3,88654,5,50,5,0
2021,0,0,35,750000,8,10142,6,50,6,2
2022,1,0,80,1400000,8,18263,6,100,6,2
2022,1,0,10,410000,0,410000,6,100,6,2
2022,3,0,10,1500000,8,19568,6,0,6,0
2021,0,0,18,1200000,8,16228,6,0,6,2
2020,0,0,7,425000,8,5734,6,100,6,2
2021,1,0,7,3200000,8,43275,6,0,6,2
2021,1,0,18,1600000,8,21637,6,0,6,2
2020,0,0,4,720000,8,9715,6,0,6,2
2020,0,0,7,320000,8,4318,6,0,6,2
2021,0,0,9,1000000,8,13523,6,50,6,1
2021,1,0,50,1500000,8,20285,6,0,6,1
2022,2,0,19,109000,3,118002,7,100,7,1
2022,3,0,28,120000,3,129910,7,50,7,2
2022,2,0,19,102500,3,110965,7,100,7,1
2022,3,0,12,67000,3,72533,7,100,7,2
2021,1,0,8,55000,3,65013,7,100,7,1
2021,0,0,8,42000,3,49646,7,50,7,2
2020,1,0,7,65000,3,74130,7,100,7,2
2021,1,0,9,69000,3,81562,7,50,7,2
2021,1,0,22,40200,3,47518,7,50,7,0
2021,1,0,7,55000,3,65013,35,100,7,0
2021,1,0,47,72000,3,85108,7,100,7,2
2021,0,35,8,50000,3,59102,7,100,7,0
2021,0,0,14,45000,3,53192,7,50,7,1
2021,1,0,26,62000,3,73287,7,100,7,2
2021,1,0,7,51000,3,60284,7,100,7,1
2020,3,0,20,100000,3,114047,7,100,7,2
2021,0,0,7,40000,0,40000,8,100,8,2
2022,3,0,9,210000,0,210000,9,100,9,1
2022,3,0,9,160000,0,160000,9,100,9,1
