id,work_year,3peri0ce_0eve0,e114oy10t_type,job_t270e,2a0ary,2a0ary_curr0cy,2a0ary_6_1,e114oyee_r7i5nce,re1ote_r3io,co1pany_0o0tion,co1pany_32ze
385,2022,2,0,10,132320,1,132320,1,100,1,1
404,2022,2,0,10,175000,1,175000,1,100,1,1
418,2022,1,0,10,63900,1,63900,1,0,1,1
465,2022,0,0,10,120000,1,120000,1,100,1,1
482,2022,3,0,10,324000,1,324000,1,100,1,1
484,2022,2,0,10,210000,1,210000,1,100,1,1
537,2022,2,0,10,155000,1,155000,1,100,1,1
542,2022,1,0,10,206699,1,206699,1,0,1,1
543,2022,1,0,10,99100,1,99100,1,0,1,1
545,2022,2,0,10,115000,1,115000,1,100,1,1
547,2022,2,0,10,130000,1,130000,1,100,1,1
549,2022,2,0,10,160000,1,160000,1,100,1,1
554,2022,2,0,10,200100,1,200100,1,100,1,1
555,2022,2,0,10,160000,1,160000,1,100,1,1
557,2022,2,0,10,70500,1,70500,1,0,1,1
563,2022,2,0,10,140250,1,140250,1,100,1,1
579,2022,2,0,10,25000,1,25000,1,100,1,1
391,2022,1,0,11,120000,1,120000,1,0,1,1
590,2022,2,0,12,192564,1,192564,1,100,1,1
158,2021,2,0,13,120000,1,120000,1,100,1,1
394,2022,2,0,13,145000,1,145000,1,100,1,1
594,2022,2,0,13,150260,1,150260,1,100,1,1
344,2022,3,0,14,175000,1,175000,1,100,1,1
368,2022,3,0,14,135000,1,135000,1,100,1,1
23,2020,1,0,24,98000,1,98000,1,0,1,1
76,2021,1,0,24,100000,1,100000,1,100,1,1
98,2021,0,0,39,70000,1,70000,1,100,1,1
422,2022,1,0,37,159000,1,159000,1,100,1,1
516,2022,2,0,37,152500,1,152500,1,100,1,1
201,2021,2,0,35,195000,1,195000,1,100,1,1
121,2021,2,0,31,200000,1,200000,1,100,1,1
249,2021,2,0,32,170000,1,170000,1,100,1,1
33,2020,1,0,20,450000,1,450000,1,0,1,1
68,2020,0,0,0,105000,1,105000,1,100,1,2
134,2021,0,0,0,100000,1,100000,1,0,1,2
251,2021,0,0,0,90000,1,90000,1,100,1,2
126,2021,2,0,1,120000,1,120000,1,50,1,2
159,2021,0,0,4,125000,1,125000,1,100,1,2
118,2021,0,0,5,90000,1,90000,1,100,1,2
406,2022,1,0,5,58000,1,58000,1,0,1,2
107,2021,2,0,10,115000,1,115000,1,100,1,2
512,2022,0,0,10,65000,1,65000,1,100,1,2
168,2021,0,0,24,55000,1,55000,1,50,1,2
199,2021,0,0,38,90000,1,90000,1,100,1,2
225,2021,3,2,29,416000,1,416000,1,100,1,2
279,2021,0,0,7,50000,0,59102,2,100,2,0
35,2020,1,0,10,65000,0,74130,3,50,3,0
507,2022,1,0,20,59000,0,64849,3,0,3,0
494,2022,2,0,0,100000,1,100000,4,100,1,1
149,2021,2,0,26,160000,1,160000,4,100,1,2
133,2021,2,0,19,24000,1,24000,4,100,4,1
99,2021,1,0,39,81000,0,95746,5,100,1,2
200,2021,1,0,0,52000,0,61467,5,50,3,1
181,2021,1,0,0,76760,0,90734,5,50,5,0
217,2021,1,0,0,76760,0,90734,5,50,5,0
272,2021,0,0,38,65000,0,76833,5,0,5,0
259,2021,3,0,22,120000,0,141846,5,0,5,0
214,2021,0,0,4,21000,0,24823,5,50,5,1
269,2021,0,0,10,55000,0,65013,5,50,5,1
164,2021,3,0,22,110000,0,130026,5,50,5,1
457,2022,2,0,47,80000,0,87932,5,0,5,1
55,2020,2,0,29,130000,0,148261,5,100,5,1
65,2020,0,0,0,55000,0,62726,5,50,5,2
30,2020,1,0,17,51999,0,59303,5,100,5,2
91,2021,0,0,38,65000,0,76833,5,100,5,2
45,2020,0,13,21,14000,0,15966,5,100,5,2
73,2021,3,0,24,150000,1,150000,6,100,1,0
198,2021,2,0,37,4000000,4,54094,6,50,1,0
179,2021,1,0,0,420000,4,5679,6,100,1,2
197,2021,2,0,4,1799997,4,24342,6,100,6,0
129,2021,2,0,6,3000000,4,40570,6,50,6,0
92,2021,1,0,9,1450000,4,19609,6,100,6,0
109,2021,0,0,10,2250000,4,30428,6,100,6,0
222,2021,1,0,0,2500000,4,33808,6,0,6,1
463,2022,0,0,0,1400000,4,18442,6,100,6,1
458,2022,1,0,7,1400000,4,18442,6,100,6,1
127,2021,1,0,0,700000,4,9466,6,0,6,2
262,2021,1,0,0,1250000,4,16904,6,100,6,2
128,2021,0,0,4,20000,1,20000,6,100,6,2
213,2021,0,0,2,435000,4,5882,6,0,12,0
244,2021,0,0,11,1335000,4,18053,6,100,39,2
61,2020,1,0,10,130800,1,130800,7,100,1,1
202,2021,1,0,0,32000,0,37825,7,100,7,0
277,2021,2,0,11,55000,1,55000,7,100,7,0
41,2020,3,0,17,70000,0,79833,7,50,7,0
56,2020,1,0,0,34000,0,38776,7,100,7,1
124,2021,0,13,5,8760,0,10354,7,50,7,1
430,2022,1,0,5,40000,0,43966,7,100,7,1
431,2022,1,0,5,30000,0,32974,7,100,7,1
432,2022,1,0,10,80000,0,87932,7,100,7,1
433,2022,1,0,10,70000,0,76940,7,100,7,1
436,2022,1,0,10,60000,0,65949,7,100,7,1
83,2021,1,0,4,40000,0,47282,7,100,7,2
203,2021,2,0,20,50000,1,50000,8,100,1,2
75,2021,2,0,0,45000,0,53192,8,50,8,0
246,2021,0,0,0,31000,0,36643,8,50,8,0
10,2020,0,0,0,45000,0,51321,8,0,8,2
221,2021,1,0,0,85000,2,116914,9,50,9,0
223,2021,1,0,0,40900,2,56256,9,50,9,0
171,2021,1,0,10,60000,2,82528,9,100,9,0
245,2021,1,0,10,52500,2,72212,9,50,9,0
248,2021,2,0,10,70000,2,96282,9,50,9,0
123,2021,0,0,15,80000,2,110037,9,0,9,0
301,2022,2,0,0,80000,2,104702,9,0,9,1
312,2022,1,0,0,30000,2,39263,9,0,9,1
410,2022,1,0,0,55000,2,71982,9,0,9,1
411,2022,1,0,0,35000,2,45807,9,0,9,1
475,2022,1,0,0,70000,2,91614,9,0,9,1
2,2020,2,0,2,85000,2,109024,9,50,9,1
389,2022,1,0,4,95000,2,124333,9,0,9,1
429,2022,1,0,5,30000,2,39263,9,100,9,1
567,2022,1,0,5,50000,2,65438,9,0,9,1
304,2022,0,0,10,40000,2,52351,9,100,9,1
313,2022,1,0,10,60000,2,78526,9,0,9,1
314,2022,1,0,10,40000,2,52351,9,0,9,1
316,2022,0,0,10,35000,2,45807,9,100,9,1
354,2022,2,0,10,60000,2,78526,9,0,9,1
414,2022,1,0,10,60000,2,78526,9,100,9,1
415,2022,1,0,10,45000,2,58894,9,100,9,1
435,2022,1,0,10,70000,2,91614,9,100,9,1
111,2021,2,0,42,82500,2,113476,9,100,9,1
46,2020,1,0,0,60000,2,76958,9,100,9,2
112,2021,2,0,8,75000,2,103160,9,100,9,2
32,2020,2,0,0,60000,0,68428,10,100,1,0
440,2022,1,0,5,40000,0,43966,10,100,10,1
441,2022,1,0,5,30000,0,32974,10,100,10,1
412,2022,1,0,10,60000,0,65949,10,100,10,1
413,2022,1,0,10,45000,0,49461,10,100,10,1
373,2022,1,0,43,50000,0,54957,10,0,10,1
374,2022,1,0,43,50000,0,54957,10,0,10,1
522,2022,1,0,5,20000,1,20000,10,100,10,2
1,2020,2,0,1,260000,1,260000,11,0,11,2
189,2021,1,0,4,74000,1,74000,11,50,11,2
16,2020,0,0,10,4450000,5,41689,11,100,11,2
150,2021,2,0,22,168000,1,168000,11,0,11,2
136,2021,1,0,21,7000000,5,63711,11,50,11,2
137,2021,1,0,21,8500000,5,77364,11,50,11,2
502,2022,0,0,0,40000,1,40000,11,100,37,0
19,2020,1,0,8,56000,1,56000,13,100,1,1
521,2022,0,0,19,10000,1,10000,13,100,2,1
460,2022,1,0,35,53000,0,58255,13,50,13,0
449,2022,0,0,21,20000,0,21983,13,100,13,0
17,2020,2,0,2,100000,0,114047,14,100,9,2
492,2022,1,0,0,150000,15,35590,14,100,14,0
220,2021,1,0,4,180000,15,46597,14,100,14,0
85,2021,1,0,10,110000,15,28476,14,100,14,0
500,2022,2,0,4,57000,0,62651,15,100,15,0
114,2021,1,0,10,38400,0,45391,15,100,15,0
282,2021,1,13,10,59000,0,69741,15,100,15,0
515,2022,1,0,0,48000,1,48000,16,100,1,2
54,2020,2,1,19,60000,1,60000,16,100,1,2
160,2021,3,0,36,230000,1,230000,16,50,16,0
176,2021,1,0,0,58000,7,2859,18,0,18,2
27,2020,2,0,10,720000,7,33511,18,0,18,2
480,2022,2,0,4,120000,1,120000,19,100,19,2
503,2022,1,0,4,121000,9,87425,20,100,20,0
505,2022,0,0,0,120000,9,86703,20,50,20,1
510,2022,0,0,39,150000,1,150000,20,100,20,2
113,2021,0,13,11,12000,1,12000,22,100,1,1
53,2020,0,0,10,48000,0,54742,22,100,5,0
20,2020,1,0,4,299000,6,43331,23,0,23,1
247,2021,1,0,10,108000,11,12103,24,0,24,1
268,2021,1,0,10,250000,11,28016,24,100,24,1
153,2021,0,0,0,13400,1,13400,25,100,25,0
132,2021,1,0,23,38400,1,38400,26,100,1,1
238,2021,0,0,0,4000,1,4000,26,0,26,1
288,2021,1,0,4,43200,0,51064,27,50,27,0
62,2020,0,13,0,19000,0,21669,27,50,27,2
38,2020,0,0,5,10000,1,10000,28,100,28,2
182,2021,1,0,10,22000,0,26005,30,0,1,0
188,2021,2,0,10,65000,0,76833,30,50,9,2
196,2021,0,0,24,9272,1,9272,31,100,31,2
286,2021,2,0,36,87000,0,102839,32,100,32,0
145,2021,2,0,4,70000,0,82744,33,50,33,1
218,2021,1,0,4,75000,0,88654,33,100,33,1
162,2021,1,0,10,24000,0,28369,36,50,36,0
490,2022,2,0,36,200000,1,200000,37,100,1,1
95,2021,1,0,26,120000,13,89294,38,50,38,0
156,2021,1,0,0,160000,13,119059,38,100,45,1
89,2021,2,0,5,80000,1,80000,40,100,1,2
177,2021,1,0,0,30400000,12,40038,42,100,40,0
191,2021,0,0,4,21844,1,21844,43,50,40,1
487,2022,0,13,0,100000,1,100000,44,50,41,1
64,2020,2,0,4,40000,0,45618,48,100,44,2
130,2021,0,0,27,100000,1,100000,50,50,47,2
265,2021,2,0,8,160000,1,160000,54,50,1,2
489,2022,0,2,23,29000,0,31875,56,100,21,1
